FID,id,rbd,nombre,letra,numero,direcc_cal,direcc_num,of_piso,direccion,comuna,telefono,dependenci,precio,predio_m2,edificacio,directivos,profesores,administra,tecnicos,auxiliares,personal_t,pasetotal,paselibre,furgontota,furgonacre,sitios,matriculaj,almuerzoju,rinden_sim,rinden_paa,menosde5,de6a13,de14a17,masde18,fuente,prebasica,basica,media,superior,otra,privado,bespecial,bprebasica,bbasica,bh_c,bcomercial,bindustria,btecnica,bcft,bip,bu,badulto,botra,rbd_d,localidad,clase,coord_x,coord_y,provincial,nombre_2,layer,tipo,dependen_1
59,550,9760 8,YUNGAY,,317,BRISAS DEL MAIPO,548,1,0548 BRISAS DEL MAIPO,LA CISTERNA,5588198,3,0,2000,0,3,13,3,0,3,22,0,0,0,2,2,0,0,0,0,0,225,0,0,1,0,0,0,0,225,0,1,0,0,0,0,0,0,0,0,0,0,0,9760 8,SANTIAGO,BASICA,344927.59313,6288643.3667,PROVINCIAL SUR,YUNGAY,BASICA,ED BASICA,Particulares Subvencionados
60,551,9767 5,MADRE CECILIA LAZZERI,,,PEDRO AGUIRRE CERDA,291,1,0291 PEDRO AGUIRRE CERDA,LA CISTERNA,5582209,3,140500,45000,0,5,45,6,0,3,59,0,126,0,0,10,400,0,0,54,181,712,307,0,1,181,712,307,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9767 5,SANTIAGO,MEDIA,345211.39453,6288286.70536,PROVINCIAL SUR,MADRE CECILIA LAZZERI,MEDIA,ED MEDIA,Particulares Subvencionados
61,552,9699 7,NACIONES UNIDAS,D,555,ISABEL LA CATOLICA,960,1,0960 ISABEL LA CATOLICA,LA CISTERNA,5586869,1,2000,850,5.4,4,25,5,0,3,37,0,0,0,0,1,0,0,0,0,69,660,0,0,1,69,660,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9699 7,SANTIAGO,BASICA,344619.0244,6289116.66375,PROVINCIAL SUR,NACIONES UNIDAS,BASICA,ED BASICA,Estatales
62,553,9818 3,GABRIELA Y PABLO,,184,CIENCIAS,8231,0,8231 CIENCIAS,LA CISTERNA,5593278,3,30800,500,4,4,8,2,0,1,15,0,0,0,0,1,0,0,0,0,10,65,0,0,1,10,65,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9818 3,SANTIAGO,BASICA,345293.16079,6288963.915,PROVINCIAL SUR,GABRIELA Y PABLO,BASICA,ED BASICA,Particulares Subvencionados
63,554,9703 9,ESPERANZA JOVEN,D,562,COLON,6918,1,6918 COLON,LA CISTERNA,5210937,1,2000,1000,4,5,22,0,0,4,31,0,8,0,0,1,500,100,0,0,0,581,0,0,1,0,0,0,0,581,0,1,0,0,0,0,0,0,0,0,0,0,0,9703 9,SANTIAGO,BASICA,345143.76264,6290028.47367,PROVINCIAL SUR,ESPERANZA JOVEN,BASICA,ED BASICA,Estatales
64,555,9825 6,GABRIELA MISTRAL,,192,ARTURO PRAT,39,1,39 ARTURO PRAT,LA CISTERNA,5583266,3,15000,2000,8,3,14,1,0,5,23,0,0,0,1,2,0,0,0,0,0,225,0,0,1,0,0,0,0,225,0,1,0,0,0,0,0,0,0,0,0,0,0,9825 6,SANTIAGO,BASICA,345353.61719,6287057.7,PROVINCIAL SUR,GABRIELA MISTRAL,BASICA,ED BASICA,Particulares Subvencionados
65,556,9785 3,MARIA AUXILIADORA,,39,GRAN AVDA JOSE MIGUEL CARRERA,9042,1,9042 GRAN AVDA JOSE MIGUEL CARRERA,LA CISTERNA,5582908,3,100000,10000,0,2,25,2,0,11,40,0,45,0,0,1,0,0,0,88,0,360,360,0,1,0,360,360,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9785 3,SANTIAGO,MEDIA,345469.83525,6287589.45634,PROVINCIAL SUR,MARIA AUXILIADORA,MEDIA,ED MEDIA,Particulares Subvencionados
66,557,9830 2,SAN MARTIN DE PORRES,,206,ARTURO PRAT,246,1,246 ARTURO PRAT,LA CISTERNA,5586189,3,0,1000,5,3,15,1,0,1,20,0,22,0,0,1,300,0,0,0,45,315,0,0,1,45,315,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9830 2,SANTIAGO,BASICA,345598.66719,6287013,PROVINCIAL SUR,SAN MARTIN DE PORRES,BASICA,ED BASICA,Particulares Subvencionados
67,558,11822 2,CRISTO REDENTOR,,323,OSSA,109,1,109 OSSA,LA CISTERNA,5582889,3,2500,480,0,3,23,2,0,3,31,0,0,0,2,0,700,90,0,0,0,630,0,0,1,0,630,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11822 2,SANTIAGO,BASICA,345347.71094,6287810.93333,PROVINCIAL SUR,CRISTO REDENTOR,BASICA,ED BASICA,Particulares Subvencionados
68,559,24650 6,ESCUELA DE PARVULOS,D,567,PEDRO AGUIRRE CERDA,184,1,0184 PEDRO AGUIRRE CERDA,LA CISTERNA,5581313,1,0,3500,0,1,5,1,0,6,13,0,0,0,0,0,90,90,0,0,90,0,0,0,1,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24650 6,SANTIAGO,PREBASICA,345351.97509,6288235.24055,PROVINCIAL SUR,ESCUELA DE PARVULOS,PREBASICA,ED PREBASICA,Estatales
69,560,9758 6,STA ISABEL DE HUNGRIA,,,STA ANSELMA,240,1,0240 STA ANSELMA,LA CISTERNA,5588641,3,0,2000,0,3,20,1,0,1,25,0,0,0,0,0,0,0,0,40,0,320,332,0,1,0,320,332,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9758 6,SANTIAGO,MEDIA,345414.76639,6288664.07281,PROVINCIAL SUR,STA ISABEL DE HUNGRIA,MEDIA,ED MEDIA,Particulares Subvencionados
70,563,9791 8,CHILDREN'S COLLEGE,,48,ELEUTERIO RAMIREZ,9344,1,9344 ELEUTERIO RAMIREZ,LA CISTERNA,5587869,3,45000,500,2,1,3,1,0,1,6,0,0,0,0,0,100,15,0,0,14,71,0,0,1,14,71,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9791 8,SANTIAGO,BASICA,345863.77202,6287106.82635,PROVINCIAL SUR,CHILDREN'S COLLEGE,BASICA,ED BASICA,Particulares Subvencionados
71,564,9827 2,INSTITUTO DE ORIENTACION PSICOPEDAGOGICA (IDOP),,,VICUNA MACKENNA,316,1,316 VICUNA MACKENNA,LA CISTERNA,5588392,3,167650,1000,4,3,28,71,0,3,105,0,20,0,0,1,650,100,0,20,65,441,145,0,1,65,441,145,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9827 2,SANTIAGO,MEDIA,345747.20052,6287275.875,PROVINCIAL SUR,INSTITUTO DE ORIENTACION PSICOPEDAGOGICA (IDOP),MEDIA,ED MEDIA,Particulares Subvencionados
72,565,9829 9,CENTRO DE EDUCACION MODERNA CARLOS CONDELL,,,CARLOS CONDELL,400,1,400 CARLOS CONDELL,LA CISTERNA,5582250,3,40150,0,0,3,20,1,0,3,27,0,0,0,0,5,600,100,0,21,0,183,260,65,1,0,183,325,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9829 9,SANTIAGO,MEDIA,345834.07768,6287113.48571,PROVINCIAL SUR,CENTRO DE EDUCACION MODERNA CARLOS CONDELL,MEDIA,ED MEDIA,Particulares Subvencionados
73,566,11997 0,ABET,,349,VICUNA MACKENNA,349,1,349 VICUNA MACKENNA,LA CISTERNA,5588421,3,35000,2020,4.4,1,14,1,0,3,19,0,0,0,0,0,350,0,0,0,55,330,0,0,1,55,330,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11997 0,SANTIAGO,BASICA,345787.7294,6287269.90238,PROVINCIAL SUR,ABET,BASICA,ED BASICA,Particulares Subvencionados
74,567,9693 8,TECNICO,A,112,GOYCOLEA,467,1,467 GOYCOLEA,LA CISTERNA,5584253,1,20000,1000,8.5,4,70,22,0,9,105,0,0,0,0,3,1250,100,0,92,0,0,998,250,1,0,0,1248,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9693 8,SANTIAGO,MEDIA,344840.21877,6287834.15006,PROVINCIAL SUR,TECNICO,MEDIA,ED MEDIA,Estatales
75,568,9755 1,NUR,,,AMERICO VESPUCIO,355,1,355 AMERICO VESPUCIO,LA CISTERNA,5585273,3,42650,1800,9,4,27,2,0,3,36,0,100,0,0,0,350,40,0,15,42,287,164,0,1,42,287,164,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9755 1,SANTIAGO,MEDIA,345046.23973,6288082.48214,PROVINCIAL SUR,NUR,MEDIA,ED MEDIA,Particulares Subvencionados
76,569,9701 2,LICEO VENECIANO,,557,JULIO COVARRUBIAS,9370,1,9370 JULIO COVARRUBIAS,LA CISTERNA,5583521,1,3650,7543,0,8,42,4,0,8,62,0,40,0,0,1,750,100,0,14,137,872,157,0,1,137,872,157,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9701 2,SANTIAGO,MEDIA,346088.49133,6287066.46408,PROVINCIAL SUR,LICEO VENECIANO,MEDIA,ED MEDIA,Estatales
77,570,9781 0,PARTICULAR AMERICO VESPUCIO,,,AMERICO VESPUCIO,687,1,687 AMERICO VESPUCIO,LA CISTERNA,5584722,3,52650,3300,0,6,100,11,0,12,129,0,900,0,0,16,1000,100,0,99,0,168,2813,703,1,0,168,3516,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,9781 0,SANTIAGO,MEDIA,344739.69141,6288195.01389,PROVINCIAL SUR,PARTICULAR AMERICO VESPUCIO,MEDIA,ED MEDIA,Particulares Subvencionados
78,571,9706 3,OSCAR ENCALADA YOVANOVICH,D,567,BOMBERO ENCALADA,375,1,375 BOMBERO ENCALADA,LA CISTERNA,5583187,1,0,2250,0,5,28,0,0,3,36,0,100,0,0,0,300,46,0,0,51,536,0,95,1,51,631,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,9706 3,SANTIAGO,BASICA,345872.11631,6288056.34949,PROVINCIAL SUR,OSCAR ENCALADA YOVANOVICH,BASICA,ED BASICA,Estatales
79,572,66662,CECLA,,,LAS BRISAS,560,0,560 LAS BRISAS,LA CISTERNA,5272269,3,1000,250,1.2,2,10,1,0,1,14,0,0,0,1,1,0,0,0,0,0,120,0,0,1,0,0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,66662,SANTIAGO,BASICA,346215.38917,6288215.84493,PROVINCIAL SUR,CECLA,BASICA,ED BASICA,Particulares Subvencionados
80,573,9752 7,BRITANIA,,,LAS BRISAS,582,1,582 LAS BRISAS,LA CISTERNA,5596915,3,42600,0,0,3,31,4,0,2,40,0,0,0,4,0,0,0,0,32,39,540,391,0,1,39,540,391,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9752 7,SANTIAGO,MEDIA,346273.89723,6288200.09687,PROVINCIAL SUR,BRITANIA,MEDIA,ED MEDIA,Particulares Subvencionados
81,574,11980 6,CECLA,,340,LAS BRISAS,606,1,606 LAS BRISAS,LA CISTERNA,5274821,3,0,1500,6,3,13,5,0,3,24,0,0,0,1,1,0,0,0,0,0,180,0,0,1,0,0,0,0,180,0,1,0,0,0,0,0,0,0,0,0,0,0,11980 6,SANTIAGO,BASICA,346275.63932,6288199.80221,PROVINCIAL SUR,CECLA,BASICA,ED BASICA,Particulares Subvencionados
82,575,9762 4,LICEO POLITECNICO GALVARINO NRO.2,,,AMERICO VESPUCIO,0,1,1221 1287 AMERICO VESPUCIO,LA CISTERNA,5583987,3,47650,17600,0,6,80,5,0,14,105,0,0,0,0,1,3000,100,0,137,0,0,2784,696,1,0,0,3480,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9762 4,SANTIAGO,MEDIA,344304.78674,6288354.33392,PROVINCIAL SUR,LICEO POLITECNICO GALVARINO NRO.2,MEDIA,ED MEDIA,Particulares Subvencionados
83,576,24565 8,ESCUELA INDUSTRIAL GALVARINO NRO.2,,,AMERICO VESPUCIO,0,1,1221 AMERICO VESPUCIO,LA CISTERNA,5583987,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24565 8,SANTIAGO,MEDIA,344304.78674,6288354.33392,PROVINCIAL SUR,ESCUELA INDUSTRIAL GALVARINO NRO.2,MEDIA,ED MEDIA,Particulares Subvencionados
84,577,9786 1,ROSA MARCKMANN DE GONZALEZ,,41,BLAS VIAL,8430,1,8430 BLAS VIAL,LA CISTERNA,5583502,3,40000,3000,0,2,20,1,0,3,26,0,52,0,0,0,350,0,0,0,103,609,0,0,1,103,609,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9786 1,SANTIAGO,BASICA,346442.07475,6288278.52194,PROVINCIAL SUR,ROSA MARCKMANN DE GONZALEZ,BASICA,ED BASICA,Particulares Subvencionados
85,578,9779 9,ESCUELA TECNICA STA ROSA,,,BLAS VIAL,8450,1,8450 BLAS VIAL,LA CISTERNA,5583502,3,47600,0,0,4,104,12,0,9,129,0,0,0,0,0,0,0,0,159,106,611,2320,580,1,106,611,2900,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,9779 9,SANTIAGO,MEDIA,346435.48291,6288246.9199,PROVINCIAL SUR,ESCUELA TECNICA STA ROSA,MEDIA,ED MEDIA,Particulares Subvencionados
86,579,9732 2,COLEGIO SERGIO SILVA VICUNA,E,561,VICTORIA,8300,1,8300 VICTORIA,LA CISTERNA,5584445,1,0,8092,0,2,20,0,0,3,25,0,14,0,0,1,300,100,0,0,50,290,0,0,1,50,290,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9732 2,SANTIAGO,BASICA,346672.80781,6288450.825,PROVINCIAL SUR,COLEGIO SERGIO SILVA VICUNA,BASICA,ED BASICA,Estatales
87,580,9807 8,LOCARNO,,116,LOCARNO,158,1,158 LOCARNO,LA CISTERNA,5217359,3,0,1800,0,2,17,1,0,1,21,0,150,0,0,0,250,60,0,0,39,696,0,0,1,39,696,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9807 8,SANTIAGO,BASICA,345804.80703,6290050.45,PROVINCIAL SUR,LOCARNO,BASICA,ED BASICA,Particulares Subvencionados
88,582,11882 6,CENTRO EDUCACIONAL L.COLLEGE ANEXO 3,,,BRIONES LUCO,59,1,059 BRIONES LUCO,LA CISTERNA,5212397,3,51000,1000,7,5,44,7,0,4,60,0,206,0,0,160,800,100,0,20,0,820,258,0,1,0,820,258,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11882 6,SANTIAGO,MEDIA,345962.34211,6290280.40943,PROVINCIAL SUR,CENTRO EDUCACIONAL L.COLLEGE ANEXO 3,MEDIA,ED MEDIA,Particulares Subvencionados
89,583,11881 8,CENTRO EDUCACIONAL L.COLLEGE ANEXO 1,,,STA CORINA,71,1,071 STA CORINA,LA CISTERNA,5236579,3,52000,992,4,1,8,2,0,1,12,0,25,0,0,1,300,100,0,0,0,312,0,0,1,0,312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11881 8,SANTIAGO,BASICA,345965.52891,6290398.59288,PROVINCIAL SUR,CENTRO EDUCACIONAL L.COLLEGE ANEXO 1,BASICA,ED BASICA,Particulares Subvencionados
90,585,9826 4,LOS CAPULLITOS,,193,ANGAMOS,7550,1,7550 ANGAMOS,LA CISTERNA,5582543,3,30000,1200,0,2,9,1,0,1,13,0,0,0,5,0,119,0,0,0,45,123,0,0,1,45,123,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9826 4,SANTIAGO,BASICA,346299.65063,6289201.4875,PROVINCIAL SUR,LOS CAPULLITOS,BASICA,ED BASICA,Particulares Subvencionados
91,586,9860 4,INDUSTRIAL DE ELECTROTECNIA,A,107,GRAL FREIRE,101,1,101 GRAL FREIRE,LA CISTERNA,5252215,5,12650,10000,0,6,45,15,0,8,74,0,0,0,0,15,700,100,0,72,0,0,560,140,1,0,0,700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9860 4,SANTIAGO,MEDIA,345823.83699,6289811.02256,PROVINCIAL SUR,INDUSTRIAL DE ELECTROTECNIA,MEDIA,ED MEDIA,Municipales
92,587,11879 6,CENTRO EDUCACIONAL I.COLLEGE ANEXO 4,,,LO OVALLE,136,1,0136 LO OVALLE,LA CISTERNA,5215174,3,54000,1000,4,1,16,1,0,2,20,0,0,0,0,1,0,0,0,0,244,334,0,0,1,244,334,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11879 6,SANTIAGO,BASICA,345906.40159,6290502.3933,PROVINCIAL SUR,CENTRO EDUCACIONAL I.COLLEGE ANEXO 4,BASICA,ED BASICA,Particulares Subvencionados
93,588,9782 9,CENTRO EDUCACIONAL LINCOLN COLLEGE,,,LO OVALLE,98,0,098 LO OVALLE,LA CISTERNA,5214656,3,54000,900,3,1,7,4,0,1,13,0,0,0,0,1,0,0,0,0,0,247,0,0,1,0,247,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9782 9,SANTIAGO,BASICA,345956.08743,6290485.35394,PROVINCIAL SUR,CENTRO EDUCACIONAL LINCOLN COLLEGE,BASICA,ED BASICA,Particulares Subvencionados
94,589,9757 8,CENTRO EDUCACIONAL STA CLARA,,,GRAL FREIRE,236,1,236 GRAL FREIRE,LA CISTERNA,5581686,3,60650,0,0,6,58,10,0,5,79,0,310,0,0,0,0,0,0,66,0,1035,461,115,1,0,1035,576,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,9757 8,SANTIAGO,MEDIA,345687.56838,6289841.95859,PROVINCIAL SUR,CENTRO EDUCACIONAL STA CLARA,MEDIA,ED MEDIA,Particulares Subvencionados
95,590,9722 5,PORTAL DE LA CISTERNA,,591,ESMERALDA,6305,1,6305 ESMERALDA,LA CISTERNA,5252715,1,2650,1200,6.5,5,35,4,0,4,48,0,49,0,4,0,400,50,0,0,74,542,102,0,1,74,542,102,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9722 5,SANTIAGO,MEDIA,346279.82642,6290393.85934,PROVINCIAL SUR,PORTAL DE LA CISTERNA,MEDIA,ED MEDIA,Estatales
96,591,9700 4,COLEGIO PALESTINO,D,556,EL PARRON,498,1,498 EL PARRON,LA CISTERNA,5583787,1,1000,9842,8.82,4,19,1,0,3,27,0,56,0,0,0,750,60,0,0,34,404,0,80,1,34,484,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,9700 4,SANTIAGO,BASICA,345297.82297,6289329.005,PROVINCIAL SUR,COLEGIO PALESTINO,BASICA,ED BASICA,Estatales
97,592,9691 1,LICEO POLIVALENTE MINISTRO  ABDON CIFUENTES E.,A,111,EL PARRON,548,1,548 EL PARRON,LA CISTERNA,5587201,1,1000,4500,0,7,55,12,0,6,80,0,0,0,0,0,0,0,0,85,0,0,513,385,1,0,0,898,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,9691 1,SANTIAGO,MEDIA,345255.12245,6289346.42167,PROVINCIAL SUR,LICEO POLIVALENTE MINISTRO  ABDON CIFUENTES E.,MEDIA,ED MEDIA,Estatales
98,593,9801 9,ESCUELA PARTICULAR SAINT ORLAND SCHOOL,,82,IGNACIO ECHEVERRIA,8020,1,8020 IGNACIO ECHEVERRIA,LA CISTERNA,5589218,3,100000,0,0,5,34,5,0,4,48,0,0,0,0,0,0,0,0,23,28,529,219,0,1,28,529,219,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9801 9,SANTIAGO,MEDIA,346679.54793,6288865.95374,PROVINCIAL SUR,ESCUELA PARTICULAR SAINT ORLAND SCHOOL,MEDIA,ED MEDIA,Particulares Subvencionados
99,594,9784 5,INDUSTRIAL LA CISTERNA NRO.1,,,IGNACIO ECHEVERRIA,7990,1,7990 IGNACIO ECHEVERRIA,LA CISTERNA,5582129,3,42750,2600,0,3,31,6,0,3,43,0,0,0,0,0,700,43,0,37,0,0,960,240,1,0,0,1200,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9784 5,SANTIAGO,MEDIA,346685.23326,6288891.95117,PROVINCIAL SUR,INDUSTRIAL LA CISTERNA NRO.1,MEDIA,ED MEDIA,Particulares Subvencionados
100,595,9771 3,CHILEAN EAGLES COLLEGE,,3,CARLOS PRIETO,7020,1,7020 CARLOS PRIETO,LA CISTERNA,5251423,3,82650,7468,0,5,31,3,0,4,43,0,113,0,5,6,1200,10,0,18,56,564,167,0,1,56,564,167,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9771 3,SANTIAGO,MEDIA,346642.87374,6289086.92509,PROVINCIAL SUR,CHILEAN EAGLES COLLEGE,MEDIA,ED MEDIA,Particulares Subvencionados
101,596,9859 0,VILLA JESUS,,227,GRAL FREIRE,388,1,388 GRAL FREIRE,LA CISTERNA,5252357,3,60000,3500,0,2,14,2,0,2,20,0,0,0,0,0,400,60,0,0,44,600,0,0,1,44,600,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9859 0,SANTIAGO,BASICA,345546.46471,6289873.46132,PROVINCIAL SUR,VILLA JESUS,BASICA,ED BASICA,Particulares Subvencionados
102,597,9808 6,GUIA ESTUDIANTIL,,117,FUENZALIDA URREJOLA,637,1,637 FUENZALIDA URREJOLA,LA CISTERNA,5252535,3,45000,1500,0,3,10,2,0,1,16,0,0,0,0,0,200,100,0,0,31,215,0,0,1,31,215,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9808 6,SANTIAGO,BASICA,346693.17827,6290080.70682,PROVINCIAL SUR,GUIA ESTUDIANTIL,BASICA,ED BASICA,Particulares Subvencionados
103,598,11914 8,COMPLEJO EDUCACIONAL PART.SAN RAMON,,,MARIA VIAL,7941,1,7941 MARIA VIAL,LA CISTERNA,5588867,3,16150,0,0,2,35,7,0,5,49,0,0,0,1,0,600,50,0,31,105,838,256,64,1,105,838,320,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,11914 8,SANTIAGO,MEDIA,346862.41241,6288903.9588,PROVINCIAL SUR,COMPLEJO EDUCACIONAL PART.SAN RAMON,MEDIA,ED MEDIA,Particulares Subvencionados
104,599,66660,SEGUNDO MAURO ORTIZ,,314,SAN RAFAEL,7007,0,7007 SAN RAFAEL,LA CISTERNA,5258955,3,0,998,1,1,6,1,0,1,9,0,0,0,2,0,70,100,0,0,0,62,0,0,1,0,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66660,SANTIAGO,BASICA,347075.06835,6289470.45355,PROVINCIAL SUR,SEGUNDO MAURO ORTIZ,BASICA,ED BASICA,Particulares Subvencionados
105,600,10632 1,DENVER COLORADO SCHOOL,,61,LAS ADELFAS,13048,1,13048 LAS ADELFAS,EL BOSQUE,5286939,3,18000,720,4.5,2,12,2,0,2,18,0,0,4,0,0,280,0,0,0,44,260,0,0,1,44,260,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10632 1,SANTIAGO,BASICA,342692.0114,6283900.6,PROVINCIAL SUR,DENVER COLORADO SCHOOL,BASICA,ED BASICA,Particulares Subvencionados
106,601,10626 7,JUAN BAUTISTA DURAN,,41,LO MORENO,70,1,070 LO MORENO,EL BOSQUE,8591781,3,52500,2014,2.58,1,17,1,0,1,20,0,11,7,0,0,250,40,0,0,35,282,0,0,1,35,282,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10626 7,SANTIAGO,BASICA,343376.46128,6283716.55957,PROVINCIAL SUR,JUAN BAUTISTA DURAN,BASICA,ED BASICA,Particulares Subvencionados
107,602,11865 6,ESCUELA PARVULOS CONEJIN,,64,CARD JOSE MARIA CARO,155,1,155 CARD JOSE MARIA CARO,EL BOSQUE,5282510,3,50000,462,1.25,1,5,1,0,2,9,0,0,12,0,0,0,0,0,0,113,0,0,0,1,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11865 6,SANTIAGO,PREBASICA,343549.76953,6284022.575,PROVINCIAL SUR,ESCUELA PARVULOS CONEJIN,PREBASICA,ED PREBASICA,Particulares Subvencionados
108,603,10625 9,MARIA MEDIANERA,,28,LO BLANCO,346,1,346 LO BLANCO,EL BOSQUE,5282903,3,10000,0,0,2,19,4,0,4,29,0,8,6,0,0,400,0,0,0,144,599,0,0,1,144,599,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10625 9,SANTIAGO,BASICA,342721.03094,6283691.315,PROVINCIAL SUR,MARIA MEDIANERA,BASICA,ED BASICA,Particulares Subvencionados
109,604,10553 8,MARCIAL MARTINEZ DE FERRARI,D,757,GRAN AVDA JOSE MIGUEL CARRERA,12552,1,12552 GRAN AVDA JOSE MIGUEL CARRERA,EL BOSQUE,5282463,1,1000,16000,0,3,45,1,0,5,54,0,63,8,0,8,1500,12,0,0,153,1217,0,0,1,153,1217,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10553 8,SANTIAGO,BASICA,343443.71566,6284280.46563,PROVINCIAL SUR,MARCIAL MARTINEZ DE FERRARI,BASICA,ED BASICA,Estatales
110,605,10000136,ANTT RALLEN,,,PEDRO SANCHO DE LA HOZ,12616,0,12616 PEDRO SANCHO DE LA HOZ,EL BOSQUE,0,6,3000,3000,5.4,1,4,0,17,6,28,0,0,0,0,0,0,0,0,0,272,0,0,0,3,272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000136,SANTIAGO,PREBASICA,344187.60003,6283874.79664,PROVINCIAL SUR,ANTT RALLEN,PREBASICA,ED PREBASICA,Municipales
111,606,10561 9,CLAUDIO ARRAU LEON,D,787,LOS CAROLINOS,530,1,530 LOS CAROLINOS,EL BOSQUE,5283279,1,500,1000,6,2,30,1,0,5,38,0,25,3,0,0,1000,100,0,0,164,859,0,0,1,164,859,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10561 9,SANTIAGO,BASICA,344062.94473,6284077.41802,PROVINCIAL SUR,CLAUDIO ARRAU LEON,BASICA,ED BASICA,Estatales
112,607,10622 4,MARVIT SCHOOL,,38,LOS LAURELES,12340,1,12340 LOS LAURELES,EL BOSQUE,5282399,3,30000,880,4.5,1,17,1,0,2,21,0,0,0,0,0,0,0,0,0,48,241,0,0,1,48,241,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10622 4,SANTIAGO,BASICA,343796.13359,6284488.875,PROVINCIAL SUR,MARVIT SCHOOL,BASICA,ED BASICA,Particulares Subvencionados
113,608,10623 2,ESCUELA ESPECIAL JUAN SANDOVAL,,39,GRAN AVDA JOSE MIGUEL CARRERA,11928,1,11928 GRAN AVDA JOSE MIGUEL CARRERA,EL BOSQUE,5280555,3,5000,800,4,2,15,8,0,2,27,0,0,7,7,0,0,0,0,0,0,195,0,0,1,0,0,0,0,195,0,1,0,0,0,0,0,0,0,0,0,0,0,10623 2,SANTIAGO,BASICA,343841.5838,6284911.59074,PROVINCIAL SUR,ESCUELA ESPECIAL JUAN SANDOVAL,BASICA,ED BASICA,Particulares Subvencionados
114,610,9792 6,EL BOSQUE,,50,GRAN AVDA JOSE MIGUEL CARRERA,11678,1,11678 GRAN AVDA JOSE MIGUEL CARRERA,EL BOSQUE,5587051,3,35000,0,0,3,25,1,0,3,32,0,28,10,0,0,0,0,0,0,69,540,0,0,1,69,540,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9792 6,SANTIAGO,BASICA,343917.87734,6285031.025,PROVINCIAL SUR,EL BOSQUE,BASICA,ED BASICA,Particulares Subvencionados
