FID,codest,nomeste,codreg,nomreg,codss,nomss,codcom,nomcom,pertenen,tipoest,certifi,depend,nivel,viaacceso,direcc,longitud,latitud,cod_nuevo
105,05-304,CESFAM-Santa Cecilia,4,De Coquimbo,5,Servicio de Salud Coquimbo,4102,Coquimbo,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Las Heras 1100 Coquimbo,-71.3427888372,-29.9511911552,105304
106,05-305,CESFAM-Tierras Blancas,4,De Coquimbo,5,Servicio de Salud Coquimbo,4102,Coquimbo,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Linares 915 Coquimbo,-71.2559941472,-29.9623708317,105305
107,05-306,CGR- Paiguano,4,De Coquimbo,5,Servicio de Salud Coquimbo,4105,Paiguano,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Calle,Balmaceda S/N Paiguano,-70.517647775,-30.0252425318,105306
108,05-307,CGR- Monte Patria,4,De Coquimbo,5,Servicio de Salud Coquimbo,4303,Monte Patria,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Calle,Poniu 80 Monte Patria,-70.9582387188,-30.6961550334,105307
109,05-308,CGR- Punitaqui,4,De Coquimbo,5,Servicio de Salud Coquimbo,4304,Punitaqui,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Calle,Carlos Galleguillos S/N Punitaqui,-71.255288008,-30.8333707572,105308
110,05-309,CGR- Canela,4,De Coquimbo,5,Servicio de Salud Coquimbo,4202,Canela,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Calle,Joel Muñoz 495 Canela,-71.4554729658,-31.3987567416,105309
111,05-310,CGR- Pichasca,4,De Coquimbo,5,Servicio de Salud Coquimbo,4305,Río Hurtado,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Calle,Calle Única S/N Río Hurtado,-70.8715121816,-30.395215569,105310
112,05-311,CGR- Chañaral Alto,4,De Coquimbo,5,Servicio de Salud Coquimbo,4303,Monte Patria,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Calle,Bernardo O'Higgins S/N Monte Patria,-71.0151604587,-30.8863968342,105311
113,05-312,CGR- Carén,4,De Coquimbo,5,Servicio de Salud Coquimbo,4303,Monte Patria,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Calle,Mac-Iver S/N Monte Patria,-70.7699315174,-30.8496663034,105312
114,05-313,CGU- Emilio Schaffhauser,4,De Coquimbo,5,Servicio de Salud Coquimbo,4101,La Serena,Perteneciente,Consultorio General Urbano,S/C,Municipal,Primario,Avenida,Francisco de Aguirre S/N La Serena,-71.249658166,-29.9058049669,105313
115,05-314,CGR- La Higuera,4,De Coquimbo,5,Servicio de Salud Coquimbo,4104,La Higuera,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Avenida,La Paz S/N La Higuera,-71.1996750782,-29.5082843411,105314
116,05-315,CGR- Cerrillos Tamaya,4,De Coquimbo,5,Servicio de Salud Coquimbo,4301,Ovalle,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Calle,Cerrillos de Tamaya S/N Ovalle,-71.4084743451,-30.5793116865,105315
117,05-317,CESFAM-Jorge Jordán Domic,4,De Coquimbo,5,Servicio de Salud Coquimbo,4301,Ovalle,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Magallanes Moure 794 Ovalle,-71.1926318604,-30.5904139296,105317
118,05-318,CGR- El Palqui,4,De Coquimbo,5,Servicio de Salud Coquimbo,4303,Monte Patria,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Calle,Pedro León Gallo S/N Monte Patria,-70.9437547519,-30.767115173,105318
119,05-319,CESFAM-Cardenal Raúl Silva Henríquez de La Serena,4,De Coquimbo,5,Servicio de Salud Coquimbo,4101,La Serena,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Avenida,La Paz S/N La Serena,-71.2244739997,-29.8811760333,105319
120,05-321,CGR- Tongoy,4,De Coquimbo,5,Servicio de Salud Coquimbo,4102,Coquimbo,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Calle,Fundición Norte 127 Coquimbo,-71.4913957114,-30.2579392534,105321
121,05-322,CESFAM-Marcos Macuada,4,De Coquimbo,5,Servicio de Salud Coquimbo,4301,Ovalle,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Covarrubias 260 Ovalle,-71.1954480393,-30.5979880116,105322
122,05-323,CESFAM-Dr. Sergio Aguilar Delgado,4,De Coquimbo,5,Servicio de Salud Coquimbo,4102,Coquimbo,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Avenida,Alessandri  1035 Coquimbo,-71.3363695229,-29.9705948872,105323
123,05-324,CESFAM-Sotaquí,4,De Coquimbo,5,Servicio de Salud Coquimbo,4301,Ovalle,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Camino Al Guindo S/N Ovalle,-71.1161296253,-30.636087137,105324
124,05-325,CESFAM-Juan Pablo II,4,De Coquimbo,5,Servicio de Salud Coquimbo,4101,La Serena,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Isidora Campaña 3397 La Serena,-71.230220055,-29.8683105962,105325
125,05-326,CESFAM-Villa San Rafael de Rozas,4,De Coquimbo,5,Servicio de Salud Coquimbo,4201,Illapel,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Mario Ahumada 50 Illapel,-71.191499733,-31.638633575,105326
126,05-600,COSAM- Tierras Blancas (CESAM),4,De Coquimbo,5,Servicio de Salud Coquimbo,4102,Coquimbo,Perteneciente,Consultorio de Salud Mental,S/C,Municipal,Secundario,Calle,Linares 895 Coquimbo,-71.2559941472,-29.9623708317,105600
127,05-700,CECOF-Villa el Indio,4,De Coquimbo,5,Servicio de Salud Coquimbo,4101,La Serena,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Las Lúcumas  S/N La Serena,-71.2619548179,-29.9439222592,105700
128,05-701,CECOF-Villa Alemania,4,De Coquimbo,5,Servicio de Salud Coquimbo,4101,La Serena,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Antonio 2834 La Serena,-71.2383943059,-29.8718701758,105701
129,05-702,CECOF-Villa Lambert,4,De Coquimbo,5,Servicio de Salud Coquimbo,4101,La Serena,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Pasaje,Ernestina Aguirre 4270 La Serena,-71.2264103426,-29.8863871834,105702
130,05-705,CECOF-El Alba,4,De Coquimbo,5,Servicio de Salud Coquimbo,4102,Coquimbo,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Luis Millares  2104 Coquimbo,-71.2455665016,-29.955898057,105705
131,05-722,CECOF-San José de la Dehesa,4,De Coquimbo,5,Servicio de Salud Coquimbo,4301,Ovalle,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Soldado Sánchez  S/N Ovalle,-71.2042658785,-30.5929035398,105722
132,05-723,CECOF-Limarí,4,De Coquimbo,5,Servicio de Salud Coquimbo,4301,Ovalle,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Diaguitas 1328 Ovalle,-71.1834606888,-30.5908919588,105723
133,05-801,SAPU-Las Compañías,4,De Coquimbo,5,Servicio de Salud Coquimbo,4101,La Serena,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Esmeralda S/N La Serena,-71.2451471578,-29.8782521827,105801
134,05-802,SAPU-Pedro Aguirre Cerda,4,De Coquimbo,5,Servicio de Salud Coquimbo,4101,La Serena,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Emilio Bello  918 La Serena,-71.2187569715,-29.9162703613,105802
135,05-803,SAPU-San Juan,4,De Coquimbo,5,Servicio de Salud Coquimbo,4102,Coquimbo,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,J.J Oliver  S/N Coquimbo,-71.3252079916,-29.9757040037,105803
136,05-804,SAPU-Santa Cecilia,4,De Coquimbo,5,Servicio de Salud Coquimbo,4102,Coquimbo,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Las Heras  1100 Coquimbo,-71.3427888372,-29.9511911552,105804
137,05-805,SAPU-Tierras Blancas,4,De Coquimbo,5,Servicio de Salud Coquimbo,4102,Coquimbo,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Linares 915 Coquimbo,-71.2559941472,-29.9623708317,105805
138,05-809,SAPU-Canela,4,De Coquimbo,5,Servicio de Salud Coquimbo,4202,Canela,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Joel Muñoz  495 Canela,-71.4554729658,-31.3987567416,105809
139,05-817,SAPU-Jorge Jordán Domic,4,De Coquimbo,5,Servicio de Salud Coquimbo,4301,Ovalle,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Magallanes Moure  794 Ovalle,-71.1926318604,-30.5904139296,105817
140,05-819,SAPU-Raúl Silva Henríquez de La Serena,4,De Coquimbo,5,Servicio de Salud Coquimbo,4101,La Serena,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,La Paz S/N La Serena,-71.2244739997,-29.8811760333,105819
141,05-822,SAPU-Marcos Macuada,4,De Coquimbo,5,Servicio de Salud Coquimbo,4301,Ovalle,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Covarrubias 260 Ovalle,-71.1954480393,-30.5979880116,105822
142,05-823,SAPU-Dr. Sergio Aguilar,4,De Coquimbo,5,Servicio de Salud Coquimbo,4102,Coquimbo,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Alessandri esquina Lenox  1035 Coquimbo,-71.3363689397,-29.9705919234,105823
143,05-825,SAPU-Cardenal Caro,4,De Coquimbo,5,Servicio de Salud Coquimbo,4101,La Serena,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,4 Esquinas S/N La Serena,-71.2582289688,-29.9329060417,105825
144,05-826,SAPU-Emilio Schaffhauser,4,De Coquimbo,5,Servicio de Salud Coquimbo,4101,La Serena,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Francisco de Aguirre S/N La Serena,-71.249658166,-29.9058049669,105826
145,05-900,SAPU-Juan Pablo II,4,De Coquimbo,5,Servicio de Salud Coquimbo,4101,La Serena,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Isidora Campaña 3397 La Serena,-71.230220055,-29.8683105962,200105
146,06-011,PRAIS (S.S Valparaíso San Antonio),5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Programa de Reparacion y Atencion Integral de Salud,S/C,Servicio de Salud,No Aplica,Avenida,Brasil 1435 Valparaiso,-71.6210908522,-33.0442936584,106011
147,06-095,Vacunatorio SEREMI de Salud de Valparaíso,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Vacunatorio,S/C,Autoridad Sanitaria,Primario,Avenida,Brasil 1435 Valparaiso,-71.6210908522,-33.0442936584,106095
148,06-150,Centro de Sangre y Tejidos IV y V Región,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Centro de Diagnostico y Terapeutico,S/C,Servicio de Salud,Secundario,Calle,Blas Cuevas  985 Valparaiso,-71.6097757401,-33.0526575052,106150
149,06-151,CRS-Odontológica,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Centro de Referencia de Salud,S/C,Servicio de Salud,Secundario,Calle,Brasil 1435 Valparaiso,-71.6214869314,-33.0441013047,106151
150,06-300,CESFAM-Placeres,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Colo-Colo S/N Valparaiso,-71.5834410131,-33.0455749819,106300
151,06-301,CGU- Esperanza,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Galvarino 7 Valparaiso,-71.5826033488,-33.033558992,106301
152,06-302,CGU- Barón,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Blanco Viel 661 Valparaiso,-71.6007941116,-33.0390030605,106302
153,06-303,CESFAM-Reina Isabel II,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Avenida,Washington 1926 Valparaiso,-71.5925184907,-33.0609299702,106303
154,06-304,CGU- Placilla (Valparaíso),5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Avenida,Central S/N Valparaiso,-71.5661108088,-33.112824025,106304
155,06-305,CESFAM-Jean y Marie Thierry,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Servicio de Salud,Primario,Calle,Blas Cuevas  985 Valparaiso,-71.609986408,-33.0527831122,106305
156,06-306,CESFAM-Las Cañas,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Los Alerces S/N Valparaiso,-71.6071240565,-33.0587611625,106306
157,06-307,CGU- Marcelo Mena,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Avenida,Alemania 5360 Valparaiso,-71.6312531889,-33.0490699133,106307
158,06-308,CGU- Plaza Justicia,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Servicio de Salud,Primario,Calle,Plaza Justicia 99 Valparaiso,-71.6292988496,-33.0393827741,106308
159,06-309,CGU- Cordillera,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Castillo 656 Valparaiso,-71.6367666882,-33.0432015767,106309
160,06-311,CGU- Quebrada Verde,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Quebrada Verde 1405 Valparaiso,-71.6457799865,-33.0420419924,106311
161,06-312,CGU- Puertas Negras,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Montedónico S/N Valparaiso,-71.6389982487,-33.0585392246,106312
162,06-314,CESFAM-San Antonio,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5601,San Antonio,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Lucía Subercaseaux 116,-71.6098932301,-33.5894801422,106314
163,22-454,PSR-Mashue,14,De Los Ríos,22,Servicio de Salud Valdivia,14201,La Unión,Perteneciente,Posta de Salud Rural,S/C,Municipal,Primario,Calle,Caserío de Mashue S/N La Unión,-73.335401501,-40.3116420169,122454
164,06-319,CESFAM-Barrancas,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5601,San Antonio,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Barros Luco 2370 San Antonio,-71.6134188283,-33.6023385998,106319
165,06-326,CGU- Cartagena,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5603,Cartagena,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Crescente Errázuriz 665 Cartagena,-71.5986539791,-33.5468000195,106326
166,06-327,CGR- Algarrobo,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5602,Algarrobo,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,El Retamo 2249 Algarrobo,-71.6685280028,-33.3653470192,106327
167,06-328,CGR- El Quisco,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5604,El Quisco,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,Isidoro Dubornais 250 El Quisco,-71.6942784937,-33.3975091537,106328
168,06-329,CESFAM-Néstor Fernández Thomas,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5601,San Antonio,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,José Miguel Carrera 1015 San Antonio,-71.6011107457,-33.609154132,106329
169,06-330,CGU- Rodelillo,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Tierras Rojas S/N Valparaiso,-71.5772348928,-33.0563066592,106330
170,06-333,CESFAM-30 de Marzo,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5601,San Antonio,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Brockman 1700 San Antonio,-71.6055093509,-33.5975102984,106333
171,06-334,CESFAM-Padre Damián Molokai,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Calle,Cabritería Norte 2055 Valparaiso,-71.5616841853,-33.0575759372,106334
172,06-335,CGU- Policlínica Diocesana,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Consultorio General Urbano,S/C,Otra Institución,Primario,Calle,Chacabuco 1701 Valparaiso,-71.6187161153,-33.0459487639,106335
173,06-336,CESFAM-Diputado Manuel Bustos Huerta de San Antonio,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5601,San Antonio,Perteneciente,Consultorio General Urbano,Centro de Salud Familiar,Municipal,Primario,Avenida,Nueva Bruselas 1450 San Antonio,-71.6057825998,-33.5674604602,106336
174,06-337,CGR-Rocas de Santo Domingo,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5606,Santo Domingo,Perteneciente,Consultorio General Rural,Centro de Salud Familiar,Municipal,Primario,Calle,Las Hortensias 146 Santo Domingo,-71.6124349294,-33.6439900298,106337
175,06-338,CGR-El Tabo,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5605,El Tabo,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Avenida,San Marcos  729 El Tabo,-71.6631790559,-33.4567373134,106338
176,06-400,CGR- Juan Fernández,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5104,Juan Fernández,Perteneciente,Consultorio General Rural,S/C,Municipal,Primario,Calle,Vicente González 225 Juan Fernández,-78.8315863973,-33.6405785711,106400
177,06-711,CECOF-Porvenir Bajo,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Contulmo S/N Valparaiso,-71.6498987824,-33.0337827887,106711
178,06-728,CECOF-Isla Negra,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5604,El Quisco,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Isidoro Dubournais  4100 El Quisco,-71.6840863277,-33.4384195867,106728
179,06-729,CECOF-Tejas Verdes,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5601,San Antonio,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Los Claveles  347 San Antonio,-71.6193028678,-33.6173523575,106729
180,06-736,CECOF-Manuel Bustos Huerta,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5601,San Antonio,Perteneciente,Centro Comunitario de Salud Familiar,S/C,Municipal,Primario,Calle,Agustín Kropp S/N San Antonio,-71.6173850921,-33.5784272648,106736
181,06-800,SAPU-Placeres,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Manuel Casanova S/N Valparaiso,-71.5834410131,-33.0455749819,106800
182,06-804,SAPU-Placilla,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Avenida,Octava S/N Valparaiso,-71.5661108088,-33.112824025,106804
183,06-811,SAPU-Quebrada Verde,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5101,Valparaiso,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Quebrada Verde  1405 Valparaiso,-71.6457799865,-33.0420419924,106811
184,06-826,SAPU-Cartagena,5,De Valparaíso,6,Servicio de Salud Valparaíso San Antonio,5603,Cartagena,Perteneciente,Servicio de Atencion Primaria de Urgencia,S/C,Municipal,Primario,Calle,Crescente Errázuriz 665 Cartagena,-71.5986539791,-33.5468000195,106826
